Cidade: Aracaju
sem Threads - Aracaju - Dia 1 - Temperatura [media=27.870833333333337, minima=25.1, maxima=31.7]
9 Threads - Porto Velho - Dia 27 - Temperatura [media=26.95, minima=25.0, maxima=29.3]
9 Threads - Porto Velho - Dia 28 - Temperatura [media=25.97083333333333, minima=24.6, maxima=28.5]
9 Threads - Porto Velho - Dia 29 - Temperatura [media=26.974999999999998, minima=23.5, maxima=32.1]
9 Threads - Porto Velho - Dia 30 - Temperatura [media=28.245833333333337, minima=24.6, maxima=32.6]
9 Threads - Porto Velho - Dia 31 - Temperatura [media=27.129166666666666, minima=24.7, maxima=30.6]

Cidade: Cuiabá
9 Threads - Cuiabá - Dia 1 - Temperatura [media=27.35833333333333, minima=25.2, maxima=30.4]
9 Threads - Cuiabá - Dia 2 - Temperatura [media=26.75, minima=24.2, maxima=30.8]
9 Threads - Cuiabá - Dia 3 - Temperatura [media=26.612499999999997, minima=24.3, maxima=30.9]
9 Threads - Cuiabá - Dia 4 - Temperatura [media=27.35833333333333, minima=24.0, maxima=32.9]
9 Threads - Cuiabá - Dia 5 - Temperatura [media=27.049999999999997, minima=24.2, maxima=30.8]
9 Threads - Cuiabá - Dia 6 - Temperatura [media=28.70833333333334, minima=24.3, maxima=34.5]
9 Threads - Cuiabá - Dia 7 - Temperatura [media=29.73333333333333, minima=25.4, maxima=35.0]
9 Threads - Cuiabá - Dia 8 - Temperatura [media=29.745833333333334, minima=25.2, maxima=34.8]
9 Threads - Cuiabá - Dia 9 - Temperatura [media=29.554166666666674, minima=25.1, maxima=34.8]
9 Threads - Cuiabá - Dia 10 - Temperatura [media=28.337500000000002, minima=25.1, maxima=32.7]
9 Threads - Cuiabá - Dia 11 - Temperatura [media=26.27083333333334, minima=24.5, maxima=28.1]
9 Threads - Cuiabá - Dia 12 - Temperatura [media=25.916666666666668, minima=23.8, maxima=29.7]
9 Threads - Cuiabá - Dia 13 - Temperatura [media=27.233333333333334, minima=23.9, maxima=32.0]
9 Threads - Cuiabá - Dia 14 - Temperatura [media=28.90833333333333, minima=24.9, maxima=33.6]
9 Threads - Cuiabá - Dia 15 - Temperatura [media=29.16666666666667, minima=25.2, maxima=34.4]
9 Threads - Cuiabá - Dia 16 - Temperatura [media=29.345833333333328, minima=25.2, maxima=34.4]
9 Threads - Cuiabá - Dia 17 - Temperatura [media=29.370833333333334, minima=24.5, maxima=35.2]
9 Threads - Cuiabá - Dia 18 - Temperatura [media=29.104166666666668, minima=24.2, maxima=35.3]
9 Threads - Cuiabá - Dia 19 - Temperatura [media=30.870833333333337, minima=25.3, maxima=36.4]
9 Threads - Cuiabá - Dia 20 - Temperatura [media=30.429166666666664, minima=25.6, maxima=35.8]
9 Threads - Cuiabá - Dia 21 - Temperatura [media=30.808333333333334, minima=26.5, maxima=35.9]
9 Threads - Cuiabá - Dia 22 - Temperatura [media=28.712499999999995, minima=25.8, maxima=33.4]
9 Threads - Cuiabá - Dia 23 - Temperatura [media=26.73333333333333, minima=24.1, maxima=30.2]
9 Threads - Cuiabá - Dia 24 - Temperatura [media=27.825, minima=24.5, maxima=32.1]
9 Threads - Cuiabá - Dia 25 - Temperatura [media=29.6125, minima=26.0, maxima=35.0]
9 Threads - Cuiabá - Dia 26 - Temperatura [media=29.895833333333332, minima=25.0, maxima=35.8]
9 Threads - Cuiabá - Dia 27 - Temperatura [media=29.429166666666664, minima=22.8, maxima=36.2]
9 Threads - Cuiabá - Dia 28 - Temperatura [media=29.454166666666662, minima=22.6, maxima=37.3]
9 Threads - Cuiabá - Dia 29 - Temperatura [media=29.899999999999995, minima=25.8, maxima=35.2]
9 Threads - Cuiabá - Dia 30 - Temperatura [media=29.466666666666665, minima=25.4, maxima=35.5]
9 Threads - Cuiabá - Dia 31 - Temperatura [media=29.362499999999997, minima=24.7, maxima=35.4]

Cidade: Rio de Janeiro
9 Threads - Rio de Janeiro - Dia 1 - Temperatura [media=25.391666666666662, minima=23.5, maxima=29.0]
9 Threads - Rio de Janeiro - Dia 2 - Temperatura [media=26.16666666666666, minima=23.7, maxima=30.6]
9 Threads - Rio de Janeiro - Dia 3 - Temperatura [media=26.974999999999998, minima=24.0, maxima=31.4]
9 Threads - Rio de Janeiro - Dia 4 - Temperatura [media=25.95833333333333, minima=24.3, maxima=29.2]
9 Threads - Rio de Janeiro - Dia 5 - Temperatura [media=26.45, minima=24.4, maxima=29.3]
9 Threads - Rio de Janeiro - Dia 6 - Temperatura [media=26.53333333333333, minima=23.6, maxima=30.7]
9 Threads - Rio de Janeiro - Dia 7 - Temperatura [media=26.950000000000003, minima=22.5, maxima=32.4]
9 Threads - Rio de Janeiro - Dia 8 - Temperatura [media=29.60833333333333, minima=24.4, maxima=37.2]
9 Threads - Rio de Janeiro - Dia 9 - Temperatura [media=31.150000000000002, minima=27.2, maxima=36.6]
9 Threads - Rio de Janeiro - Dia 10 - Temperatura [media=30.545833333333338, minima=25.5, maxima=37.4]
9 Threads - Rio de Janeiro - Dia 11 - Temperatura [media=30.587500000000002, minima=26.1, maxima=38.2]
9 Threads - Rio de Janeiro - Dia 12 - Temperatura [media=29.41666666666667, minima=26.5, maxima=33.7]
9 Threads - Rio de Janeiro - Dia 13 - Temperatura [media=26.79583333333333, minima=25.5, maxima=29.1]
9 Threads - Rio de Janeiro - Dia 14 - Temperatura [media=26.237499999999997, minima=24.7, maxima=29.2]
9 Threads - Rio de Janeiro - Dia 15 - Temperatura [media=30.12916666666666, minima=25.1, maxima=36.5]
9 Threads - Rio de Janeiro - Dia 16 - Temperatura [media=32.224999999999994, minima=26.6, maxima=39.4]
9 Threads - Rio de Janeiro - Dia 17 - Temperatura [media=33.008333333333326, minima=27.6, maxima=40.4]
9 Threads - Rio de Janeiro - Dia 18 - Temperatura [media=30.354166666666675, minima=27.1, maxima=35.5]
9 Threads - Rio de Janeiro - Dia 19 - Temperatura [media=30.933333333333334, minima=27.1, maxima=36.9]
9 Threads - Rio de Janeiro - Dia 20 - Temperatura [media=31.666666666666668, minima=27.7, maxima=36.7]
9 Threads - Rio de Janeiro - Dia 21 - Temperatura [media=28.004166666666666, minima=25.8, maxima=30.6]
9 Threads - Rio de Janeiro - Dia 22 - Temperatura [media=26.40833333333333, minima=24.8, maxima=28.9]
9 Threads - Rio de Janeiro - Dia 23 - Temperatura [media=24.079166666666666, minima=22.4, maxima=25.6]
9 Threads - Rio de Janeiro - Dia 24 - Temperatura [media=23.2375, minima=20.3, maxima=29.0]
9 Threads - Rio de Janeiro - Dia 25 - Temperatura [media=25.087499999999995, minima=22.5, maxima=28.7]
9 Threads - Rio de Janeiro - Dia 26 - Temperatura [media=25.233333333333334, minima=22.9, maxima=28.7]
9 Threads - Rio de Janeiro - Dia 27 - Temperatura [media=25.754166666666666, minima=22.6, maxima=30.1]
9 Threads - Rio de Janeiro - Dia 28 - Temperatura [media=25.86666666666667, minima=23.0, maxima=29.8]
9 Threads - Rio de Janeiro - Dia 29 - Temperatura [media=27.058333333333337, minima=22.6, maxima=34.2]
9 Threads - Rio de Janeiro - Dia 30 - Temperatura [media=28.516666666666666, minima=23.4, maxima=36.5]
9 Threads - Rio de Janeiro - Dia 31 - Temperatura [media=28.341666666666665, minima=25.3, maxima=33.6]

Cidade: Macapá
9 Threads - Macapá - Dia 1 - Temperatura [media=27.450000000000003, minima=24.9, maxima=31.3]
9 Threads - Macapá - Dia 2 - Temperatura [media=27.02083333333334, minima=24.9, maxima=30.8]
9 Threads - Macapá - Dia 3 - Temperatura [media=26.658333333333335, minima=23.9, maxima=30.8]
9 Threads - Macapá - Dia 4 - Temperatura [media=26.47083333333333, minima=24.4, maxima=29.4]
9 Threads - Macapá - Dia 5 - Temperatura [media=26.416666666666668, minima=24.8, maxima=29.1]
9 Threads - Macapá - Dia 6 - Temperatura [media=25.191666666666666, minima=23.9, maxima=27.3]
9 Threads - Macapá - Dia 7 - Temperatura [media=26.10833333333333, minima=22.8, maxima=31.4]
9 Threads - Macapá - Dia 8 - Temperatura [media=26.754166666666674, minima=24.2, maxima=30.3]
9 Threads - Macapá - Dia 9 - Temperatura [media=27.541666666666668, minima=24.4, maxima=32.8]
9 Threads - Macapá - Dia 10 - Temperatura [media=27.070833333333336, minima=23.9, maxima=31.4]
9 Threads - Macapá - Dia 11 - Temperatura [media=26.679166666666674, minima=24.3, maxima=30.6]
9 Threads - Macapá - Dia 12 - Temperatura [media=26.21249999999999, minima=24.0, maxima=29.3]
9 Threads - Macapá - Dia 13 - Temperatura [media=26.025000000000002, minima=24.0, maxima=29.8]
9 Threads - Macapá - Dia 14 - Temperatura [media=25.816666666666666, minima=24.0, maxima=28.5]
9 Threads - Macapá - Dia 15 - Temperatura [media=26.045833333333334, minima=23.8, maxima=29.1]
9 Threads - Macapá - Dia 16 - Temperatura [media=26.450000000000003, minima=23.9, maxima=30.5]
9 Threads - Macapá - Dia 17 - Temperatura [media=27.591666666666658, minima=24.2, maxima=32.2]
9 Threads - Macapá - Dia 18 - Temperatura [media=27.054166666666664, minima=24.7, maxima=30.3]
9 Threads - Macapá - Dia 19 - Temperatura [media=26.75, minima=24.1, maxima=30.8]
9 Threads - Macapá - Dia 20 - Temperatura [media=27.216666666666665, minima=24.2, maxima=31.4]
9 Threads - Macapá - Dia 21 - Temperatura [media=27.320833333333336, minima=24.5, maxima=31.8]
9 Threads - Macapá - Dia 22 - Temperatura [media=26.754166666666663, minima=24.7, maxima=29.9]
9 Threads - Macapá - Dia 23 - Temperatura [media=26.874999999999996, minima=24.5, maxima=30.7]
9 Threads - Macapá - Dia 24 - Temperatura [media=27.27083333333334, minima=24.5, maxima=31.3]
9 Threads - Macapá - Dia 25 - Temperatura [media=27.212500000000006, minima=24.7, maxima=30.9]
9 Threads - Macapá - Dia 26 - Temperatura [media=26.695833333333336, minima=24.3, maxima=30.2]
9 Threads - Macapá - Dia 27 - Temperatura [media=26.795833333333334, minima=24.3, maxima=30.2]
9 Threads - Macapá - Dia 28 - Temperatura [media=27.04583333333333, minima=24.1, maxima=31.7]
9 Threads - Macapá - Dia 29 - Temperatura [media=27.187500000000004, minima=24.3, maxima=31.3]
9 Threads - Macapá - Dia 30 - Temperatura [media=27.020833333333332, minima=24.6, maxima=30.3]
9 Threads - Macapá - Dia 31 - Temperatura [media=27.15416666666667, minima=24.8, maxima=31.0]

Cidade: São Paulo
9 Threads - São Paulo - Dia 1 - Temperatura [media=22.25833333333333, minima=19.3, maxima=27.4]
9 Threads - São Paulo - Dia 2 - Temperatura [media=22.691666666666663, minima=19.3, maxima=28.7]
9 Threads - São Paulo - Dia 3 - Temperatura [media=22.8875, minima=20.2, maxima=28.0]
9 Threads - São Paulo - Dia 4 - Temperatura [media=22.525000000000002, minima=20.3, maxima=26.7]
9 Threads - São Paulo - Dia 5 - Temperatura [media=22.466666666666665, minima=19.8, maxima=27.7]
9 Threads - São Paulo - Dia 6 - Temperatura [media=22.875, minima=19.1, maxima=29.4]
9 Threads - São Paulo - Dia 7 - Temperatura [media=24.299999999999997, minima=19.2, maxima=31.8]
9 Threads - São Paulo - Dia 8 - Temperatura [media=26.229166666666668, minima=21.3, maxima=32.6]
9 Threads - São Paulo - Dia 9 - Temperatura [media=26.3, minima=21.1, maxima=32.7]
9 Threads - São Paulo - Dia 10 - Temperatura [media=26.14166666666667, minima=20.8, maxima=32.4]
9 Threads - São Paulo - Dia 11 - Temperatura [media=25.799999999999997, minima=22.1, maxima=30.9]
9 Threads - São Paulo - Dia 12 - Temperatura [media=24.27916666666667, minima=22.2, maxima=27.6]
9 Threads - São Paulo - Dia 13 - Temperatura [media=21.48333333333333, minima=20.0, maxima=22.4]
9 Threads - São Paulo - Dia 14 - Temperatura [media=23.650000000000006, minima=19.2, maxima=30.6]
9 Threads - São Paulo - Dia 15 - Temperatura [media=25.51666666666667, minima=21.5, maxima=30.6]
9 Threads - São Paulo - Dia 16 - Temperatura [media=27.124999999999996, minima=22.7, maxima=32.4]
9 Threads - São Paulo - Dia 17 - Temperatura [media=27.91666666666667, minima=23.7, maxima=32.9]
9 Threads - São Paulo - Dia 18 - Temperatura [media=26.39583333333333, minima=22.0, maxima=32.4]
9 Threads - São Paulo - Dia 19 - Temperatura [media=26.008333333333336, minima=21.9, maxima=31.0]
9 Threads - São Paulo - Dia 20 - Temperatura [media=24.162500000000005, minima=22.0, maxima=27.7]
9 Threads - São Paulo - Dia 21 - Temperatura [media=22.870833333333334, minima=21.1, maxima=25.4]
9 Threads - São Paulo - Dia 22 - Temperatura [media=21.941666666666666, minima=19.7, maxima=25.7]
9 Threads - São Paulo - Dia 23 - Temperatura [media=18.812499999999996, minima=17.9, maxima=19.5]
9 Threads - São Paulo - Dia 24 - Temperatura [media=19.245833333333334, minima=16.4, maxima=23.1]
9 Threads - São Paulo - Dia 25 - Temperatura [media=19.458333333333336, minima=17.7, maxima=22.7]
9 Threads - São Paulo - Dia 26 - Temperatura [media=19.25416666666667, minima=16.6, maxima=23.1]
9 Threads - São Paulo - Dia 27 - Temperatura [media=21.075, minima=17.4, maxima=28.0]
9 Threads - São Paulo - Dia 28 - Temperatura [media=21.875, minima=18.2, maxima=26.8]
9 Threads - São Paulo - Dia 29 - Temperatura [media=22.97083333333333, minima=17.8, maxima=28.3]
9 Threads - São Paulo - Dia 30 - Temperatura [media=24.97083333333333, minima=19.1, maxima=31.3]
9 Threads - São Paulo - Dia 31 - Temperatura [media=24.816666666666663, minima=21.7, maxima=30.4]

Cidade: Belém
9 Threads - Belém - Dia 1 - Temperatura [media=26.825, minima=25.3, maxima=28.9]
9 Threads - Belém - Dia 2 - Temperatura [media=26.71666666666667, minima=25.0, maxima=29.6]
9 Threads - Belém - Dia 3 - Temperatura [media=26.42083333333333, minima=24.9, maxima=29.9]
9 Threads - Belém - Dia 4 - Temperatura [media=26.75833333333334, minima=24.8, maxima=30.6]
9 Threads - Belém - Dia 5 - Temperatura [media=26.94583333333334, minima=25.1, maxima=30.3]
9 Threads - Belém - Dia 6 - Temperatura [media=26.79166666666667, minima=24.9, maxima=30.5]
9 Threads - Belém - Dia 7 - Temperatura [media=26.445833333333336, minima=24.8, maxima=29.4]
9 Threads - Belém - Dia 8 - Temperatura [media=26.891666666666662, minima=24.7, maxima=31.1]
9 Threads - Belém - Dia 9 - Temperatura [media=27.28333333333333, minima=24.8, maxima=31.9]
9 Threads - Belém - Dia 10 - Temperatura [media=27.2, minima=24.6, maxima=31.1]
9 Threads - Belém - Dia 11 - Temperatura [media=27.587500000000002, minima=25.4, maxima=31.5]
9 Threads - Belém - Dia 12 - Temperatura [media=25.383333333333336, minima=24.3, maxima=26.1]
9 Threads - Belém - Dia 13 - Temperatura [media=25.520833333333332, minima=24.3, maxima=27.5]
9 Threads - Belém - Dia 14 - Temperatura [media=26.437499999999996, minima=24.2, maxima=31.2]
9 Threads - Belém - Dia 15 - Temperatura [media=26.687500000000004, minima=23.9, maxima=31.7]
9 Threads - Belém - Dia 16 - Temperatura [media=27.21666666666667, minima=24.7, maxima=31.7]
9 Threads - Belém - Dia 17 - Temperatura [media=27.641666666666666, minima=24.7, maxima=32.4]
9 Threads - Belém - Dia 18 - Temperatura [media=27.816666666666666, minima=25.0, maxima=32.1]
9 Threads - Belém - Dia 19 - Temperatura [media=27.645833333333343, minima=24.9, maxima=32.0]
9 Threads - Belém - Dia 20 - Temperatura [media=27.937499999999996, minima=25.6, maxima=32.0]
9 Threads - Belém - Dia 21 - Temperatura [media=27.60833333333333, minima=25.0, maxima=31.9]
9 Threads - Belém - Dia 22 - Temperatura [media=27.495833333333334, minima=25.2, maxima=31.5]
9 Threads - Belém - Dia 23 - Temperatura [media=27.158333333333335, minima=25.4, maxima=30.6]
9 Threads - Belém - Dia 24 - Temperatura [media=27.54583333333333, minima=25.5, maxima=30.9]
9 Threads - Belém - Dia 25 - Temperatura [media=27.770833333333332, minima=25.7, maxima=31.2]
9 Threads - Belém - Dia 26 - Temperatura [media=27.44583333333333, minima=25.7, maxima=30.9]
9 Threads - Belém - Dia 27 - Temperatura [media=27.025000000000002, minima=25.7, maxima=29.2]
9 Threads - Belém - Dia 28 - Temperatura [media=27.354166666666668, minima=25.3, maxima=31.3]
9 Threads - Belém - Dia 29 - Temperatura [media=27.170833333333334, minima=25.3, maxima=30.2]
9 Threads - Belém - Dia 30 - Temperatura [media=26.924999999999997, minima=24.7, maxima=31.2]
9 Threads - Belém - Dia 31 - Temperatura [media=27.2625, minima=25.6, maxima=31.4]

Cidade: Palmas
9 Threads - Palmas - Dia 1 - Temperatura [media=26.475000000000005, minima=24.1, maxima=30.2]
9 Threads - Palmas - Dia 2 - Temperatura [media=24.787499999999998, minima=23.0, maxima=27.4]
9 Threads - Palmas - Dia 3 - Temperatura [media=25.33749999999999, minima=22.6, maxima=29.4]
9 Threads - Palmas - Dia 4 - Temperatura [media=24.541666666666668, minima=23.5, maxima=25.8]
9 Threads - Palmas - Dia 5 - Temperatura [media=25.108333333333334, minima=23.0, maxima=27.7]
9 Threads - Palmas - Dia 6 - Temperatura [media=25.087500000000006, minima=22.9, maxima=29.5]
9 Threads - Palmas - Dia 7 - Temperatura [media=25.60833333333333, minima=23.1, maxima=29.4]
9 Threads - Palmas - Dia 8 - Temperatura [media=25.733333333333338, minima=23.0, maxima=29.6]
9 Threads - Palmas - Dia 9 - Temperatura [media=26.599999999999998, minima=22.8, maxima=31.5]
9 Threads - Palmas - Dia 10 - Temperatura [media=25.274999999999995, minima=23.5, maxima=28.3]
9 Threads - Palmas - Dia 11 - Temperatura [media=25.491666666666664, minima=22.0, maxima=30.4]
9 Threads - Palmas - Dia 12 - Temperatura [media=25.9875, minima=22.4, maxima=29.5]
9 Threads - Palmas - Dia 13 - Temperatura [media=25.216666666666665, minima=22.6, maxima=27.7]
9 Threads - Palmas - Dia 14 - Temperatura [media=25.78333333333333, minima=22.1, maxima=30.3]
9 Threads - Palmas - Dia 15 - Temperatura [media=25.712499999999995, minima=22.3, maxima=30.0]
9 Threads - Palmas - Dia 16 - Temperatura [media=26.533333333333342, minima=21.0, maxima=33.3]
9 Threads - Palmas - Dia 17 - Temperatura [media=25.883333333333336, minima=22.4, maxima=31.7]
9 Threads - Palmas - Dia 18 - Temperatura [media=25.995833333333337, minima=20.9, maxima=32.4]
9 Threads - Palmas - Dia 19 - Temperatura [media=26.775000000000002, minima=22.9, maxima=32.1]
9 Threads - Palmas - Dia 20 - Temperatura [media=27.05416666666666, minima=22.3, maxima=32.4]
9 Threads - Palmas - Dia 21 - Temperatura [media=27.500000000000004, minima=23.8, maxima=32.0]
9 Threads - Palmas - Dia 22 - Temperatura [media=27.166666666666668, minima=23.4, maxima=32.9]
9 Threads - Palmas - Dia 23 - Temperatura [media=26.075000000000003, minima=23.7, maxima=29.3]
9 Threads - Palmas - Dia 24 - Temperatura [media=25.512499999999992, minima=24.1, maxima=27.5]
9 Threads - Palmas - Dia 25 - Temperatura [media=24.07083333333333, minima=23.0, maxima=26.2]
9 Threads - Palmas - Dia 26 - Temperatura [media=24.84999999999999, minima=23.4, maxima=27.2]
9 Threads - Palmas - Dia 27 - Temperatura [media=24.30416666666667, minima=23.2, maxima=26.2]
9 Threads - Palmas - Dia 28 - Temperatura [media=22.96666666666667, minima=21.7, maxima=23.8]
9 Threads - Palmas - Dia 29 - Temperatura [media=24.07916666666667, minima=22.0, maxima=26.8]
9 Threads - Palmas - Dia 30 - Temperatura [media=25.650000000000002, minima=22.3, maxima=31.7]
9 Threads - Palmas - Dia 31 - Temperatura [media=26.637500000000003, minima=22.7, maxima=32.4]

Cidade: Brasília
9 Threads - Brasília - Dia 1 - Temperatura [media=23.262499999999992, minima=20.7, maxima=27.0]
9 Threads - Brasília - Dia 2 - Temperatura [media=21.429166666666664, minima=19.6, maxima=24.4]
9 Threads - Brasília - Dia 3 - Temperatura [media=20.791666666666668, minima=19.7, maxima=22.5]
9 Threads - Brasília - Dia 4 - Temperatura [media=20.625000000000004, minima=19.5, maxima=22.3]
9 Threads - Brasília - Dia 5 - Temperatura [media=20.483333333333334, minima=18.8, maxima=22.3]
9 Threads - Brasília - Dia 6 - Temperatura [media=21.625, minima=19.1, maxima=26.4]
9 Threads - Brasília - Dia 7 - Temperatura [media=22.21666666666667, minima=18.7, maxima=26.6]
9 Threads - Brasília - Dia 8 - Temperatura [media=21.50833333333333, minima=19.6, maxima=24.9]
9 Threads - Brasília - Dia 9 - Temperatura [media=22.224999999999998, minima=19.2, maxima=26.2]
9 Threads - Brasília - Dia 10 - Temperatura [media=21.766666666666666, minima=19.3, maxima=25.4]
9 Threads - Brasília - Dia 11 - Temperatura [media=22.145833333333332, minima=19.2, maxima=27.1]
9 Threads - Brasília - Dia 12 - Temperatura [media=23.412499999999998, minima=19.3, maxima=28.0]
9 Threads - Brasília - Dia 13 - Temperatura [media=23.458333333333332, minima=20.5, maxima=26.5]
9 Threads - Brasília - Dia 14 - Temperatura [media=23.058333333333334, minima=19.9, maxima=26.7]
9 Threads - Brasília - Dia 15 - Temperatura [media=22.545833333333338, minima=19.3, maxima=27.1]
9 Threads - Brasília - Dia 16 - Temperatura [media=23.991666666666664, minima=19.6, maxima=29.2]
9 Threads - Brasília - Dia 17 - Temperatura [media=25.141666666666662, minima=21.1, maxima=30.1]
9 Threads - Brasília - Dia 18 - Temperatura [media=25.5125, minima=21.5, maxima=29.8]
9 Threads - Brasília - Dia 19 - Temperatura [media=25.366666666666664, minima=21.0, maxima=30.5]
9 Threads - Brasília - Dia 20 - Temperatura [media=25.325000000000003, minima=19.6, maxima=30.8]
9 Threads - Brasília - Dia 21 - Temperatura [media=24.8125, minima=20.8, maxima=29.8]
9 Threads - Brasília - Dia 22 - Temperatura [media=23.037499999999998, minima=19.7, maxima=27.0]
9 Threads - Brasília - Dia 23 - Temperatura [media=22.754166666666666, minima=20.0, maxima=26.9]
9 Threads - Brasília - Dia 24 - Temperatura [media=21.7375, minima=20.1, maxima=24.3]
9 Threads - Brasília - Dia 25 - Temperatura [media=21.90416666666667, minima=19.8, maxima=25.4]
9 Threads - Brasília - Dia 26 - Temperatura [media=21.870833333333337, minima=19.5, maxima=24.8]
9 Threads - Brasília - Dia 27 - Temperatura [media=22.0125, minima=19.0, maxima=25.9]
9 Threads - Brasília - Dia 28 - Temperatura [media=22.037500000000005, minima=19.3, maxima=25.3]
9 Threads - Brasília - Dia 29 - Temperatura [media=22.208333333333332, minima=19.2, maxima=26.4]
9 Threads - Brasília - Dia 30 - Temperatura [media=22.53333333333333, minima=18.9, maxima=27.2]
9 Threads - Brasília - Dia 31 - Temperatura [media=22.491666666666664, minima=19.4, maxima=26.4]

Cidade: Recife
9 Threads - Recife - Dia 1 - Temperatura [media=27.750000000000004, minima=26.5, maxima=29.3]
9 Threads - Recife - Dia 2 - Temperatura [media=27.16666666666667, minima=24.9, maxima=29.8]
9 Threads - Recife - Dia 3 - Temperatura [media=27.637500000000003, minima=25.5, maxima=30.3]
9 Threads - Recife - Dia 4 - Temperatura [media=28.262500000000003, minima=26.4, maxima=30.5]
9 Threads - Recife - Dia 5 - Temperatura [media=28.09583333333333, minima=26.2, maxima=30.5]
9 Threads - Recife - Dia 6 - Temperatura [media=28.404166666666672, minima=27.3, maxima=30.5]
9 Threads - Recife - Dia 7 - Temperatura [media=28.266666666666666, minima=26.0, maxima=30.6]
9 Threads - Recife - Dia 8 - Temperatura [media=27.795833333333338, minima=25.5, maxima=30.0]
9 Threads - Recife - Dia 9 - Temperatura [media=28.241666666666664, minima=26.4, maxima=30.1]
9 Threads - Recife - Dia 10 - Temperatura [media=27.77083333333333, minima=26.8, maxima=29.3]
9 Threads - Recife - Dia 11 - Temperatura [media=26.65416666666667, minima=25.7, maxima=28.1]
9 Threads - Recife - Dia 12 - Temperatura [media=26.77916666666667, minima=24.6, maxima=29.1]
9 Threads - Recife - Dia 13 - Temperatura [media=26.99166666666667, minima=25.4, maxima=29.3]
9 Threads - Recife - Dia 14 - Temperatura [media=27.2625, minima=25.1, maxima=30.0]
9 Threads - Recife - Dia 15 - Temperatura [media=28.120833333333337, minima=26.5, maxima=30.2]
9 Threads - Recife - Dia 16 - Temperatura [media=27.958333333333332, minima=25.9, maxima=30.2]
9 Threads - Recife - Dia 17 - Temperatura [media=27.825, minima=26.3, maxima=30.2]
9 Threads - Recife - Dia 18 - Temperatura [media=27.73333333333333, minima=26.5, maxima=29.3]
9 Threads - Recife - Dia 19 - Temperatura [media=27.712499999999995, minima=26.4, maxima=29.5]
9 Threads - Recife - Dia 20 - Temperatura [media=28.25833333333333, minima=26.1, maxima=30.5]
9 Threads - Recife - Dia 21 - Temperatura [media=28.450000000000006, minima=26.5, maxima=30.7]
9 Threads - Recife - Dia 22 - Temperatura [media=28.76666666666667, minima=27.2, maxima=31.3]
9 Threads - Recife - Dia 23 - Temperatura [media=28.516666666666666, minima=26.2, maxima=31.2]
9 Threads - Recife - Dia 24 - Temperatura [media=28.466666666666672, minima=26.5, maxima=30.8]
9 Threads - Recife - Dia 25 - Temperatura [media=28.14166666666667, minima=26.3, maxima=30.4]
9 Threads - Recife - Dia 26 - Temperatura [media=28.329166666666666, minima=26.7, maxima=30.4]
9 Threads - Recife - Dia 27 - Temperatura [media=28.275000000000002, minima=26.3, maxima=30.7]
9 Threads - Recife - Dia 28 - Temperatura [media=28.529166666666665, minima=27.0, maxima=30.9]
9 Threads - Recife - Dia 29 - Temperatura [media=27.66666666666667, minima=25.9, maxima=30.1]
9 Threads - Recife - Dia 30 - Temperatura [media=28.520833333333332, minima=26.8, maxima=30.8]
9 Threads - Recife - Dia 31 - Temperatura [media=28.22916666666666, minima=26.5, maxima=30.6]

Cidade: Goiânia
9 Threads - Goiânia - Dia 1 - Temperatura [media=24.995833333333334, minima=22.8, maxima=28.9]
9 Threads - Goiânia - Dia 2 - Temperatura [media=24.04166666666667, minima=21.8, maxima=28.0]
9 Threads - Goiânia - Dia 3 - Temperatura [media=24.39166666666667, minima=21.9, maxima=27.6]
9 Threads - Goiânia - Dia 4 - Temperatura [media=24.075, minima=21.9, maxima=26.9]
9 Threads - Goiânia - Dia 5 - Temperatura [media=24.495833333333337, minima=21.9, maxima=28.1]
9 Threads - Goiânia - Dia 6 - Temperatura [media=25.32916666666667, minima=21.7, maxima=30.3]
9 Threads - Goiânia - Dia 7 - Temperatura [media=25.995833333333337, minima=21.3, maxima=31.0]
9 Threads - Goiânia - Dia 8 - Temperatura [media=25.425, minima=21.5, maxima=29.8]
9 Threads - Goiânia - Dia 9 - Temperatura [media=25.09583333333333, minima=22.2, maxima=29.0]
9 Threads - Goiânia - Dia 10 - Temperatura [media=25.13333333333333, minima=22.3, maxima=30.0]
9 Threads - Goiânia - Dia 11 - Temperatura [media=24.920833333333334, minima=21.3, maxima=29.4]
9 Threads - Goiânia - Dia 12 - Temperatura [media=26.524999999999995, minima=22.5, maxima=31.0]
9 Threads - Goiânia - Dia 13 - Temperatura [media=26.641666666666666, minima=23.3, maxima=30.4]
9 Threads - Goiânia - Dia 14 - Temperatura [media=25.40416666666667, minima=22.3, maxima=29.2]
9 Threads - Goiânia - Dia 15 - Temperatura [media=25.3625, minima=21.6, maxima=30.0]
9 Threads - Goiânia - Dia 16 - Temperatura [media=26.54166666666667, minima=21.5, maxima=32.1]
9 Threads - Goiânia - Dia 17 - Temperatura [media=27.545833333333334, minima=21.5, maxima=33.4]
9 Threads - Goiânia - Dia 18 - Temperatura [media=27.833333333333332, minima=22.4, maxima=33.3]
9 Threads - Goiânia - Dia 19 - Temperatura [media=26.97083333333333, minima=23.0, maxima=32.3]
9 Threads - Goiânia - Dia 20 - Temperatura [media=26.974999999999998, minima=22.5, maxima=32.6]
9 Threads - Goiânia - Dia 21 - Temperatura [media=27.275000000000002, minima=24.0, maxima=31.7]
